Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team,SrNames,TeamID,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
9,2011,Big West,20,11,1,12,4,1,4,-1,73,66,NULL,NULL,NULL,NULL,NULL,Bob Williams (20-11),california-santa-barbara,california-santa-barbara,1364,1364,2011,1000273,california-santa-barbara,32,6475,742,1636,0,515,1025,1,227,611,0,459,610,1,277,761,1038,457,233,133,456,611,2170,68,1364,2011
9,2011,Big West,20,11,1,12,4,1,4,-1,73,66,NULL,NULL,NULL,NULL,NULL,Bob Williams (20-11),california-santa-barbara,california-santa-barbara,1364,1364,2011,1000273,california-santa-barbara,32,6475,742,1636,0,515,1025,1,227,611,0,459,610,1,277,761,1038,457,233,133,456,611,2170,68,1364,2011
8,2012,Big West,11,20,0,7,11,0,-4,0,65,67,NULL,NULL,NULL,NULL,NULL,Bob Williams (11-20),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Big West,21,9,1,12,4,1,4,0,71,65,NULL,NULL,NULL,NULL,NULL,Bob Williams (21-9),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Big West,19,14,1,11,5,1,3,1,68,64,NULL,NULL,NULL,NULL,NULL,Bob Williams (19-14),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,Big West,19,14,1,11,5,1,4,1,71,67,NULL,NULL,NULL,NULL,NULL,Bob Williams (19-14),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Big West,6,22,0,4,12,0,-13,-2,61,71,NULL,NULL,NULL,NULL,NULL,Bob Williams (6-22),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,Big West,23,9,1,11,5,1,2,-3,76,69,NULL,NULL,NULL,NULL,NULL,Joe Pasternack (23-9),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,Big West,22,10,1,10,6,1,-2,-6,73,66,NULL,NULL,NULL,NULL,NULL,Joe Pasternack (22-10),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Big West,18,9,1,7,5,1,0,-4,72,67,NULL,NULL,NULL,NULL,NULL,Joe Pasternack (18-9),california-santa-barbara,california-santa-barbara,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Big East,17,15,1,7,11,0,8,6,74,73,NULL,NULL,NULL,NULL,NULL,Bobby Gonzalez (17-15),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Big East,19,13,1,9,9,1,10,6,80,75,NULL,NULL,NULL,NULL,NULL,Bobby Gonzalez (19-13),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,Big East,13,18,0,7,11,0,11,9,68,66,NULL,NULL,NULL,NULL,NULL,Kevin Willard (13-18),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Big East,21,13,1,8,10,0,10,6,68,64,NULL,24,NULL,NULL,NULL,Kevin Willard (21-13),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,Big East,15,18,0,3,15,0,6,6,65,65,NULL,NULL,NULL,NULL,NULL,Kevin Willard (15-18),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Big East,17,17,1,6,12,0,8,6,72,70,NULL,NULL,NULL,NULL,NULL,Kevin Willard (17-17),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Big East,16,15,1,6,12,0,8,8,68,68,NULL,19,NULL,NULL,NULL,Kevin Willard (16-15),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,Big East,25,9,1,12,6,1,15,8,74,68,NULL,20,20,Lost First Round,6,Kevin Willard (25-9),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Big East,21,12,1,10,8,1,12,9,73,70,NULL,NULL,NULL,Lost First Round,9,Kevin Willard (21-12),seton-hall,seton-hall,1371,1371,2016,1000943,seton-hall,34,6825,892,1999,0,686,1405,0,206,594,0,532,808,1,438,917,1355,455,251,155,469,636,2522,74,1371,2016
4,2016,Big East,21,12,1,10,8,1,12,9,73,70,NULL,NULL,NULL,Lost First Round,9,Kevin Willard (21-12),seton-hall,seton-hall,1371,1371,2016,1000943,seton-hall,34,6825,892,1999,0,686,1405,0,206,594,0,532,808,1,438,917,1355,455,251,155,469,636,2522,74,1371,2016
3,2017,Big East,22,12,1,10,8,1,16,10,79,74,23,13,NULL,Lost Second Round,8,Kevin Willard (22-12),seton-hall,seton-hall,1371,1371,2017,1001101,seton-hall,33,6675,872,1949,0,670,1351,0,202,598,0,471,733,1,439,872,1311,405,228,82,449,613,2417,73,1371,2017
3,2017,Big East,22,12,1,10,8,1,16,10,79,74,23,13,NULL,Lost Second Round,8,Kevin Willard (22-12),seton-hall,seton-hall,1371,1371,2017,1001101,seton-hall,33,6675,872,1949,0,670,1351,0,202,598,0,471,733,1,439,872,1311,405,228,82,449,613,2417,73,1371,2017
2,2018,Big East,20,14,1,9,9,1,10,8,74,72,NULL,NULL,NULL,Lost First Round,10,Kevin Willard (20-14),seton-hall,seton-hall,1371,1371,2018,1001213,seton-hall,34,6850,971,2073,0,721,1388,1,250,685,0,509,729,1,416,886,1302,527,210,117,432,614,2701,79,1371,2018
2,2018,Big East,20,14,1,9,9,1,10,8,74,72,NULL,NULL,NULL,Lost First Round,10,Kevin Willard (20-14),seton-hall,seton-hall,1371,1371,2018,1001244,seton-hall,34,6850,971,2073,0,721,1388,1,250,685,0,509,729,1,416,886,1302,527,210,117,432,614,2701,79,1371,2018
2,2018,Big East,20,14,1,9,9,1,10,8,74,72,NULL,NULL,NULL,Lost First Round,10,Kevin Willard (20-14),seton-hall,seton-hall,1371,1371,2018,1001213,seton-hall,34,6850,971,2073,0,721,1388,1,250,685,0,509,729,1,416,886,1302,527,210,117,432,614,2701,79,1371,2018
2,2018,Big East,20,14,1,9,9,1,10,8,74,72,NULL,NULL,NULL,Lost First Round,10,Kevin Willard (20-14),seton-hall,seton-hall,1371,1371,2018,1001244,seton-hall,34,6850,971,2073,0,721,1388,1,250,685,0,509,729,1,416,886,1302,527,210,117,432,614,2701,79,1371,2018
1,2019,Big East,19,7,1,11,3,1,17,9,74,67,12,10,NULL,NULL,NULL,Kevin Willard (19-7),seton-hall,seton-hall,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Southland,24,8,1,13,3,1,1,-3,66,56,NULL,NULL,NULL,Lost First Round,14,Danny Kaspar (24-8),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Southland,23,9,1,11,5,1,-2,-7,66,60,NULL,NULL,NULL,NULL,NULL,Danny Kaspar (23-9),stephen-f-austin,stephen-f-austin,1372,1372,2009,1000059,stephen-f-austin,32,6475,786,1795,0,609,1234,0,177,561,0,350,539,1,311,815,1126,421,200,100,384,582,2099,66,1372,2009
11,2009,Southland,23,9,1,11,5,1,-2,-7,66,60,NULL,NULL,NULL,NULL,NULL,Danny Kaspar (23-9),stephen-f-austin,stephen-f-austin,1372,1372,2009,1000059,stephen-f-austin,32,6475,786,1795,0,609,1234,0,177,561,0,350,539,1,311,815,1126,421,200,100,384,582,2099,66,1372,2009
10,2010,Southland,18,11,1,9,7,1,-3,-8,66,57,NULL,NULL,NULL,NULL,NULL,Danny Kaspar (18-11),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Southland,20,12,1,12,4,1,-1,-6,62,54,NULL,NULL,NULL,NULL,NULL,Danny Kaspar (20-12),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,Southland,27,5,1,16,2,1,4,-7,65,51,NULL,NULL,NULL,NULL,NULL,Danny Kaspar (27-5),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Southland,32,3,1,18,0,1,5,-7,76,63,NULL,NULL,NULL,Lost Third Round,12,Brad Underwood (32-3),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Southland,29,5,1,17,1,1,9,-4,79,64,NULL,NULL,NULL,Lost Second Round,12,Brad Underwood (29-5),stephen-f-austin,stephen-f-austin,1372,1372,2014,1000718,stephen-f-austin,35,7050,922,1992,0,674,1274,1,248,718,0,569,800,1,451,735,1186,574,257,104,393,730,2661,76,1372,2014
6,2014,Southland,29,5,1,17,1,1,9,-4,79,64,NULL,NULL,NULL,Lost Second Round,12,Brad Underwood (29-5),stephen-f-austin,stephen-f-austin,1372,1372,2014,1000759,stephen-f-austin,35,7050,922,1992,0,674,1274,1,248,718,0,569,800,1,451,735,1186,574,257,104,393,730,2661,76,1372,2014
6,2014,Southland,29,5,1,17,1,1,9,-4,79,64,NULL,NULL,NULL,Lost Second Round,12,Brad Underwood (29-5),stephen-f-austin,stephen-f-austin,1372,1372,2014,1000718,stephen-f-austin,35,7050,922,1992,0,674,1274,1,248,718,0,569,800,1,451,735,1186,574,257,104,393,730,2661,76,1372,2014
6,2014,Southland,29,5,1,17,1,1,9,-4,79,64,NULL,NULL,NULL,Lost Second Round,12,Brad Underwood (29-5),stephen-f-austin,stephen-f-austin,1372,1372,2014,1000759,stephen-f-austin,35,7050,922,1992,0,674,1274,1,248,718,0,569,800,1,451,735,1186,574,257,104,393,730,2661,76,1372,2014
5,2015,Southland,28,6,1,18,0,1,9,-5,80,63,NULL,NULL,NULL,Lost Second Round,14,Brad Underwood (28-6),stephen-f-austin,stephen-f-austin,1372,1372,2015,1000827,stephen-f-austin,34,6824,911,1870,0,649,1178,1,262,692,0,588,799,1,413,763,1176,596,259,120,476,734,2672,79,1372,2015
5,2015,Southland,28,6,1,18,0,1,9,-5,80,63,NULL,NULL,NULL,Lost Second Round,14,Brad Underwood (28-6),stephen-f-austin,stephen-f-austin,1372,1372,2015,1000827,stephen-f-austin,34,6824,911,1870,0,649,1178,1,262,692,0,588,799,1,413,763,1176,596,259,120,476,734,2672,79,1372,2015
4,2016,Southland,18,15,1,12,6,1,-7,-6,69,69,NULL,NULL,NULL,NULL,NULL,Kyle Keller (18-15),stephen-f-austin,stephen-f-austin,1372,1372,2016,1000982,stephen-f-austin,34,6800,972,2032,0,703,1291,1,269,741,0,515,701,1,405,783,1188,635,310,122,411,700,2728,80,1372,2016
4,2016,Southland,18,15,1,12,6,1,-7,-6,69,69,NULL,NULL,NULL,NULL,NULL,Kyle Keller (18-15),stephen-f-austin,stephen-f-austin,1372,1372,2016,1001017,stephen-f-austin,34,6800,972,2032,0,703,1291,1,269,741,0,515,701,1,405,783,1188,635,310,122,411,700,2728,80,1372,2016
4,2016,Southland,18,15,1,12,6,1,-7,-6,69,69,NULL,NULL,NULL,NULL,NULL,Kyle Keller (18-15),stephen-f-austin,stephen-f-austin,1372,1372,2016,1000982,stephen-f-austin,34,6800,972,2032,0,703,1291,1,269,741,0,515,701,1,405,783,1188,635,310,122,411,700,2728,80,1372,2016
4,2016,Southland,18,15,1,12,6,1,-7,-6,69,69,NULL,NULL,NULL,NULL,NULL,Kyle Keller (18-15),stephen-f-austin,stephen-f-austin,1372,1372,2016,1001017,stephen-f-austin,34,6800,972,2032,0,703,1291,1,269,741,0,515,701,1,405,783,1188,635,310,122,411,700,2728,80,1372,2016
3,2017,Southland,28,7,1,14,4,1,3,-6,81,68,NULL,NULL,NULL,Lost First Round,14,Kyle Keller (28-7),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,Southland,14,16,0,7,11,0,-11,-6,70,72,NULL,NULL,NULL,NULL,NULL,Kyle Keller (14-16),stephen-f-austin,stephen-f-austin,1372,1372,2018,1001218,stephen-f-austin,35,7000,1000,2059,0,758,1408,1,242,651,0,577,819,1,402,846,1248,498,361,107,540,765,2819,81,1372,2018
2,2018,Southland,14,16,0,7,11,0,-11,-6,70,72,NULL,NULL,NULL,NULL,NULL,Kyle Keller (14-16),stephen-f-austin,stephen-f-austin,1372,1372,2018,1001218,stephen-f-austin,35,7000,1000,2059,0,758,1408,1,242,651,0,577,819,1,402,846,1248,498,361,107,540,765,2819,81,1372,2018
1,2019,Southland,24,3,1,15,1,1,3,-7,80,67,NULL,NULL,NULL,NULL,NULL,Kyle Keller (24-3),stephen-f-austin,stephen-f-austin,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,MAAC,27,8,1,16,2,1,8,1,77,70,NULL,NULL,NULL,Lost Second Round,9,Fran McCaffery (27-8),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,MAAC,27,7,1,17,1,1,8,-1,75,66,NULL,NULL,NULL,Lost First Round,13,Fran McCaffery (27-7),siena,siena,1373,1373,2009,1000056,siena,35,7075,1007,2157,0,823,1599,1,184,558,0,511,769,1,438,835,1273,534,309,159,462,521,2709,77,1373,2009
11,2009,MAAC,27,7,1,17,1,1,8,-1,75,66,NULL,NULL,NULL,Lost First Round,13,Fran McCaffery (27-7),siena,siena,1373,1373,2009,1000087,siena,35,7075,1007,2157,0,823,1599,1,184,558,0,511,769,1,438,835,1273,534,309,159,462,521,2709,77,1373,2009
11,2009,MAAC,27,7,1,17,1,1,8,-1,75,66,NULL,NULL,NULL,Lost First Round,13,Fran McCaffery (27-7),siena,siena,1373,1373,2009,1000056,siena,35,7075,1007,2157,0,823,1599,1,184,558,0,511,769,1,438,835,1273,534,309,159,462,521,2709,77,1373,2009
11,2009,MAAC,27,7,1,17,1,1,8,-1,75,66,NULL,NULL,NULL,Lost First Round,13,Fran McCaffery (27-7),siena,siena,1373,1373,2009,1000087,siena,35,7075,1007,2157,0,823,1599,1,184,558,0,511,769,1,438,835,1273,534,309,159,462,521,2709,77,1373,2009
10,2010,MAAC,13,18,0,8,10,0,-4,-2,68,70,NULL,NULL,NULL,NULL,NULL,Mitch Buonaguro (13-18),siena,siena,1373,1373,2010,1000183,siena,34,6850,930,2048,0,770,1550,0,160,498,0,534,793,1,442,868,1310,486,298,119,418,471,2554,75,1373,2010
10,2010,MAAC,13,18,0,8,10,0,-4,-2,68,70,NULL,NULL,NULL,NULL,NULL,Mitch Buonaguro (13-18),siena,siena,1373,1373,2010,1000183,siena,34,6850,930,2048,0,770,1550,0,160,498,0,534,793,1,442,868,1310,486,298,119,418,471,2554,75,1373,2010
9,2011,MAAC,14,17,0,8,10,0,-6,-3,64,67,NULL,NULL,NULL,NULL,NULL,Mitch Buonaguro (14-17),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,MAAC,8,24,0,4,14,0,-10,-2,60,68,NULL,NULL,NULL,NULL,NULL,Mitch Buonaguro (8-24),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,MAAC,20,18,1,11,9,1,-1,0,69,70,NULL,NULL,NULL,NULL,NULL,Jimmy Patsos (20-18),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,MAAC,11,20,0,7,13,0,-7,-3,70,74,NULL,NULL,NULL,NULL,NULL,Jimmy Patsos (11-20),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,MAAC,21,13,1,13,7,1,2,-3,78,73,NULL,NULL,NULL,NULL,NULL,Jimmy Patsos (21-13),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,MAAC,17,17,1,12,8,1,-2,-2,75,75,NULL,NULL,NULL,NULL,NULL,Jimmy Patsos (17-17),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,MAAC,8,24,0,4,14,0,-10,-3,68,75,NULL,NULL,NULL,NULL,NULL,Jimmy Patsos (8-24),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,MAAC,17,16,1,11,7,1,-8,-6,65,66,NULL,NULL,NULL,NULL,NULL,Jamion Christian (17-16),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,MAAC,14,10,1,10,5,1,-2,-5,73,70,NULL,NULL,NULL,NULL,NULL,Carmen Maciariello (14-10),siena,siena,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,CUSA,9,21,0,3,13,0,-3,4,65,68,NULL,NULL,NULL,NULL,NULL,Matt Doherty (9-21),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,CUSA,14,17,0,7,9,0,2,4,66,65,NULL,NULL,NULL,NULL,NULL,Matt Doherty (14-17),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,CUSA,20,15,1,8,8,1,1,0,65,61,NULL,NULL,NULL,NULL,NULL,Matt Doherty (20-15),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,CUSA,13,19,0,4,12,0,-1,1,60,60,NULL,NULL,NULL,NULL,NULL,Matt Doherty (13-19),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,CUSA,15,17,0,5,11,0,-1,-1,65,63,NULL,NULL,NULL,NULL,NULL,Larry Brown (15-17),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,AAC,27*,10*,1,12,6,1,14,5,71,62,NULL,18,NULL,NULL,NULL,Larry Brown (27-10),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,AAC,27,7,1,15,3,1,13,4,69,60,22,18,18,Lost Second Round,6,Larry Brown (27-7),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,AAC,25,5,1,13,5,1,18,5,77,63,NULL,8,24,NULL,NULL,"Tim Jankovich (9-0)	southern-methodist	southern-methodist	1374	1374	2015	1000825	southern-methodist	34	6825	832	1750	0	687	1350	1	145	400	0	541	770	1	388	856	1244	524	237	146	426	551	2350	69	1374	2015
5	2015	AAC	25	5	1	13	5	1	18	5	77	63	NULL	8	24	NULL	NULL	Tim Jankovich (9-0)",southern-methodist,southern-methodist,1374,1374,2015,1000825,southern-methodist,34,6825,832,1750,0,687,1350,1,145,400,0,541,770,1,388,856,1244,524,237,146,426,551,2350,69,1374,2015
4,2016,AAC,30,5,1,17,1,1,19,4,74,60,NULL,11,11,Lost First Round,6,Tim Jankovich (30-5),southern-methodist,southern-methodist,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,AAC,17,16,1,6,12,0,9,4,70,64,NULL,NULL,NULL,NULL,NULL,Tim Jankovich (17-16),southern-methodist,southern-methodist,1374,1374,2017,1001129,southern-methodist,35,7000,914,1934,0,628,1229,1,286,705,0,485,696,1,416,919,1335,566,200,117,377,506,2599,74,1374,2017
3,2017,AAC,17,16,1,6,12,0,9,4,70,64,NULL,NULL,NULL,NULL,NULL,Tim Jankovich (17-16),southern-methodist,southern-methodist,1374,1374,2017,1001129,southern-methodist,35,7000,914,1934,0,628,1229,1,286,705,0,485,696,1,416,919,1335,566,200,117,377,506,2599,74,1374,2017
